"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon May 01 22:42:18 GMT 2023","Mon May 01 22:42:18 GMT 2023","205","","com.codecool.vizsgaremek.pages.SaveTest","","com.codecool.vizsgaremek.pages.SaveTest","saveKioTapeBrandPhotos","Save Kio Tape Brand photos","Save Kio Tape Brand photos"
"broken","Mon May 01 22:42:17 GMT 2023","Mon May 01 22:42:17 GMT 2023","183","","com.codecool.vizsgaremek.pages.GoingOverMultiplePageListTest","","com.codecool.vizsgaremek.pages.GoingOverMultiplePageListTest","collectAllProjectName","Collect all projects","Going over multiple page list and collect project names"
"broken","Mon May 01 22:42:18 GMT 2023","Mon May 01 22:42:18 GMT 2023","205","","com.codecool.vizsgaremek.pages.SaveTest","","com.codecool.vizsgaremek.pages.SaveTest","saveDesignInspirationBlogToAFile","Save Design Inspiration content","Save Design Inspiration content to a file"
"broken","Mon May 01 22:42:17 GMT 2023","Mon May 01 22:42:18 GMT 2023","205","","com.codecool.vizsgaremek.pages.GoingOverMultiplePageListTest","","com.codecool.vizsgaremek.pages.GoingOverMultiplePageListTest","collectAllBlogTitle","Collect all blog titles","Going over multiple page list and collect blog titles"
"broken","Mon May 01 22:42:20 GMT 2023","Mon May 01 22:42:20 GMT 2023","210","","com.codecool.vizsgaremek.pages.BasicTest","","com.codecool.vizsgaremek.pages.BasicTest","arriveCorrectUrl","Arrive correct URL","Arrive at the correct URL"
"broken","Mon May 01 22:42:16 GMT 2023","Mon May 01 22:42:17 GMT 2023","205","","com.codecool.vizsgaremek.pages.DeleteDataTest","","com.codecool.vizsgaremek.pages.DeleteDataTest","performDeleteAccount","Delete user account","Delete user account"
"broken","Mon May 01 22:42:16 GMT 2023","Mon May 01 22:42:16 GMT 2023","209","","com.codecool.vizsgaremek.pages.RegistrationTest","","com.codecool.vizsgaremek.pages.RegistrationTest","multipleRegistrationFromJsonFile","Multiple registration from Json file","Perform multiple registration from Json file"
"broken","Mon May 01 22:42:16 GMT 2023","Mon May 01 22:42:16 GMT 2023","205","","com.codecool.vizsgaremek.pages.MenuDisplayTest","","com.codecool.vizsgaremek.pages.MenuDisplayTest","testMenu","Menu display validation","The correct menu is displayed"
"broken","Mon May 01 22:42:17 GMT 2023","Mon May 01 22:42:17 GMT 2023","220","","com.codecool.vizsgaremek.pages.ListDataTest","","com.codecool.vizsgaremek.pages.ListDataTest","listTeamMembers","List team members","List team members"
"broken","Mon May 01 22:42:18 GMT 2023","Mon May 01 22:42:18 GMT 2023","214","","com.codecool.vizsgaremek.pages.SaveTest","","com.codecool.vizsgaremek.pages.SaveTest","saveAboutRoxoContentToAFile","Save Roxo content","Save Roxo content to a file"
"broken","Mon May 01 22:42:19 GMT 2023","Mon May 01 22:42:19 GMT 2023","204","","com.codecool.vizsgaremek.pages.TermsAndConditionsTest","","com.codecool.vizsgaremek.pages.TermsAndConditionsTest","acceptTermsAndConditions","Accept and Validate Terms and Conditions PopUp window","Accept Terms and Conditions"
"broken","Mon May 01 22:42:16 GMT 2023","Mon May 01 22:42:16 GMT 2023","208","","com.codecool.vizsgaremek.pages.RegistrationTest","","com.codecool.vizsgaremek.pages.RegistrationTest","performRegistrationTest2","New user registration with login","Perform Registration for new user and login with"
"broken","Mon May 01 22:42:14 GMT 2023","Mon May 01 22:42:15 GMT 2023","1063","","com.codecool.vizsgaremek.pages.DataModificationTest","","com.codecool.vizsgaremek.pages.DataModificationTest","editAccountTest","Edit user account","Edit user account"
"broken","Mon May 01 22:42:20 GMT 2023","Mon May 01 22:42:21 GMT 2023","204","","com.codecool.vizsgaremek.pages.LoginAndLogoutTest","","com.codecool.vizsgaremek.pages.LoginAndLogoutTest","performLoginWithWrongPassword","Login with wrong password","Perform login with wrong password"
"broken","Mon May 01 22:42:17 GMT 2023","Mon May 01 22:42:17 GMT 2023","210","","com.codecool.vizsgaremek.pages.ListDataTest","","com.codecool.vizsgaremek.pages.ListDataTest","listExpertises","List expertises","List expertises"
"broken","Mon May 01 22:42:19 GMT 2023","Mon May 01 22:42:19 GMT 2023","208","","com.codecool.vizsgaremek.pages.TermsAndConditionsTest","","com.codecool.vizsgaremek.pages.TermsAndConditionsTest","displayTermsAndConditionsPopUp","Terms and Conditions PopUp window is displayed","Terms and Conditions pop up window is displayed"
"broken","Mon May 01 22:42:19 GMT 2023","Mon May 01 22:42:20 GMT 2023","205","","com.codecool.vizsgaremek.pages.NewDataEntryTest","","com.codecool.vizsgaremek.pages.NewDataEntryTest","sendRandomMessage","Random message sending test from Json file","Send random message throughout the contact form from json file"
