"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 08 17:01:55 GMT 2023","Mon May 08 17:01:56 GMT 2023","1252","","com.codecool.vizsgaremek.functions.MenuDisplayTest","","com.codecool.vizsgaremek.functions.MenuDisplayTest","testMenu","TC14 - Menu display validation","The correct menu is displayed"
"passed","Mon May 08 17:02:29 GMT 2023","Mon May 08 17:02:30 GMT 2023","805","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","performLoginWithoutGivenPassword","TC10 - Login without password","Perform login with empty password input field"
"passed","Mon May 08 17:01:51 GMT 2023","Mon May 08 17:01:52 GMT 2023","1010","","com.codecool.vizsgaremek.functions.RegistrationTest","","com.codecool.vizsgaremek.functions.RegistrationTest","performRegistrationTest","TC04 - New user registration","Perform Registration for new user"
"passed","Mon May 08 17:01:44 GMT 2023","Mon May 08 17:01:47 GMT 2023","2644","","com.codecool.vizsgaremek.functions.DataModificationTest","","com.codecool.vizsgaremek.functions.DataModificationTest","editAccountTest","TC15 - Edit user account","Edit user account"
"passed","Mon May 08 17:02:31 GMT 2023","Mon May 08 17:02:32 GMT 2023","788","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","performLoginWithMisspelledUsername","TC11 - Login with misspelled username","Perform login with misspelled username"
"failed","Mon May 08 17:01:50 GMT 2023","Mon May 08 17:01:51 GMT 2023","961","","com.codecool.vizsgaremek.functions.RegistrationTest","","com.codecool.vizsgaremek.functions.RegistrationTest","registrationWithEmptyInputFields","TC07 - New user registration without empty input fields","Perform Registration with empty input fields"
"passed","Mon May 08 17:02:27 GMT 2023","Mon May 08 17:02:28 GMT 2023","1032","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","performLogout","TC13 - Perform logout","Perform successful logout"
"passed","Mon May 08 17:01:59 GMT 2023","Mon May 08 17:02:00 GMT 2023","731","","com.codecool.vizsgaremek.functions.ListDataTest","","com.codecool.vizsgaremek.functions.ListDataTest","listTeamMembers","TC21 - List team members","List team members"
"passed","Mon May 08 17:02:07 GMT 2023","Mon May 08 17:02:09 GMT 2023","1684","","com.codecool.vizsgaremek.functions.SaveTest","","com.codecool.vizsgaremek.functions.SaveTest","saveKioTapeBrandPortfolioToAFile","TC26 - Save Kio Tape Brand content","Save Kio Tape Brand content to a file"
"passed","Mon May 08 17:01:58 GMT 2023","Mon May 08 17:01:59 GMT 2023","964","","com.codecool.vizsgaremek.functions.ListDataTest","","com.codecool.vizsgaremek.functions.ListDataTest","membersBusinessCardTest","TC22 - Team members' business card validation","Team members business card checking"
"passed","Mon May 08 17:01:52 GMT 2023","Mon May 08 17:01:55 GMT 2023","2662","","com.codecool.vizsgaremek.functions.RegistrationTest","","com.codecool.vizsgaremek.functions.RegistrationTest","multipleRegistrationFromJsonFile","TC08 - Multiple registration from Json file","Perform multiple registration from Json file"
"failed","Mon May 08 17:02:23 GMT 2023","Mon May 08 17:02:24 GMT 2023","1688","","com.codecool.vizsgaremek.functions.NewDataEntryTest","","com.codecool.vizsgaremek.functions.NewDataEntryTest","sendMessageWithInvalidEmail","TC18 - Message sending test with invalid email","Message sending throughout the contact form with invalid email"
"passed","Mon May 08 17:02:01 GMT 2023","Mon May 08 17:02:04 GMT 2023","2731","","com.codecool.vizsgaremek.functions.GoingOverMultiplePageListTest","","com.codecool.vizsgaremek.functions.GoingOverMultiplePageListTest","collectAllProjectName","TC19 - Collect all projects","Going over multiple page list and collect project names"
"passed","Mon May 08 17:02:28 GMT 2023","Mon May 08 17:02:29 GMT 2023","1039","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","performLoginWithExistedUser","TC09 - Existed user login","Perform Login with already existed user"
"passed","Mon May 08 17:02:22 GMT 2023","Mon May 08 17:02:22 GMT 2023","668","","com.codecool.vizsgaremek.functions.TermsAndConditionsTest","","com.codecool.vizsgaremek.functions.TermsAndConditionsTest","acceptTermsAndConditions","TC03 - Accept and Validate Terms and Conditions PopUp window","Accept Terms and Conditions"
"passed","Mon May 08 17:02:06 GMT 2023","Mon May 08 17:02:07 GMT 2023","984","","com.codecool.vizsgaremek.functions.SaveTest","","com.codecool.vizsgaremek.functions.SaveTest","saveAboutRoxoContentToAFile","TC24 - Save Roxo content","Save Roxo content to a file"
"failed","Mon May 08 17:01:49 GMT 2023","Mon May 08 17:01:50 GMT 2023","1012","","com.codecool.vizsgaremek.functions.RegistrationTest","","com.codecool.vizsgaremek.functions.RegistrationTest","registrationWithoutPassword","TC06 - New user registration without password given","Perform Registration without password given"
"passed","Mon May 08 17:02:30 GMT 2023","Mon May 08 17:02:31 GMT 2023","805","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","performLoginWithWrongPassword","TC12 - Login with wrong password","Perform login with wrong password"
