"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 01 22:56:35 GMT 2023","Mon May 01 22:56:36 GMT 2023","924","","com.codecool.vizsgaremek.pages.LoginAndLogoutTest","","com.codecool.vizsgaremek.pages.LoginAndLogoutTest","performLoginWithoutGivenPassword","Login without password","Perform login with empty password input field"
"passed","Mon May 01 22:55:51 GMT 2023","Mon May 01 22:55:53 GMT 2023","1984","","com.codecool.vizsgaremek.pages.DataModificationTest","","com.codecool.vizsgaremek.pages.DataModificationTest","editAccountWithRandomData","Random account edit from json file","Edit user account with random data from json file"
"failed","Mon May 01 22:56:31 GMT 2023","Mon May 01 22:56:33 GMT 2023","2499","","com.codecool.vizsgaremek.pages.NewDataEntryTest","","com.codecool.vizsgaremek.pages.NewDataEntryTest","sendMessage","Message sending test","Message sending throughout the contact form"
"passed","Mon May 01 22:56:28 GMT 2023","Mon May 01 22:56:29 GMT 2023","805","","com.codecool.vizsgaremek.pages.TermsAndConditionsTest","","com.codecool.vizsgaremek.pages.TermsAndConditionsTest","acceptTermsAndConditions","Accept and Validate Terms and Conditions PopUp window","Accept Terms and Conditions"
"passed","Mon May 01 22:56:01 GMT 2023","Mon May 01 22:56:02 GMT 2023","1893","","com.codecool.vizsgaremek.pages.DeleteDataTest","","com.codecool.vizsgaremek.pages.DeleteDataTest","performDeleteAccount","Delete user account","Delete user account"
"failed","Mon May 01 22:56:29 GMT 2023","Mon May 01 22:56:31 GMT 2023","2027","","com.codecool.vizsgaremek.pages.NewDataEntryTest","","com.codecool.vizsgaremek.pages.NewDataEntryTest","sendRandomMessage","Random message sending test from Json file","Send random message throughout the contact form from json file"
"passed","Mon May 01 22:56:27 GMT 2023","Mon May 01 22:56:28 GMT 2023","707","","com.codecool.vizsgaremek.pages.TermsAndConditionsTest","","com.codecool.vizsgaremek.pages.TermsAndConditionsTest","displayTermsAndConditionsPopUp","Terms and Conditions PopUp window is displayed","Terms and Conditions pop up window is displayed"
"passed","Mon May 01 22:56:15 GMT 2023","Mon May 01 22:56:16 GMT 2023","1907","","com.codecool.vizsgaremek.pages.SaveTest","","com.codecool.vizsgaremek.pages.SaveTest","saveKioTapeBrandPhotos","Save Kio Tape Brand photos","Save Kio Tape Brand photos"
"passed","Mon May 01 22:56:36 GMT 2023","Mon May 01 22:56:37 GMT 2023","941","","com.codecool.vizsgaremek.pages.LoginAndLogoutTest","","com.codecool.vizsgaremek.pages.LoginAndLogoutTest","performLoginWithWrongPassword","Login with wrong password","Perform login with wrong password"
"passed","Mon May 01 22:56:08 GMT 2023","Mon May 01 22:56:10 GMT 2023","2558","","com.codecool.vizsgaremek.pages.GoingOverMultiplePageListTest","","com.codecool.vizsgaremek.pages.GoingOverMultiplePageListTest","collectAllBlogTitle","Collect all blog titles","Going over multiple page list and collect blog titles"
"passed","Mon May 01 22:56:34 GMT 2023","Mon May 01 22:56:35 GMT 2023","1335","","com.codecool.vizsgaremek.pages.LoginAndLogoutTest","","com.codecool.vizsgaremek.pages.LoginAndLogoutTest","performLogout","Perform logout","Perform successful logout"
"passed","Mon May 01 22:56:38 GMT 2023","Mon May 01 22:56:40 GMT 2023","1346","","com.codecool.vizsgaremek.pages.LoginAndLogoutTest","","com.codecool.vizsgaremek.pages.LoginAndLogoutTest","performLoginTest","Existed user login","Perform Login with already existed user"
"passed","Mon May 01 22:56:12 GMT 2023","Mon May 01 22:56:13 GMT 2023","1451","","com.codecool.vizsgaremek.pages.SaveTest","","com.codecool.vizsgaremek.pages.SaveTest","saveKioTapeBrandPortfolioToAFile","Save Kio Tape Brand content","Save Kio Tape Brand content to a file"
"passed","Mon May 01 22:56:02 GMT 2023","Mon May 01 22:56:04 GMT 2023","1487","","com.codecool.vizsgaremek.pages.ListDataTest","","com.codecool.vizsgaremek.pages.ListDataTest","listTeamMembers","List team members","List team members"
"passed","Mon May 01 22:55:43 GMT 2023","Mon May 01 22:55:51 GMT 2023","7582","","com.codecool.vizsgaremek.pages.DataModificationTest","","com.codecool.vizsgaremek.pages.DataModificationTest","editAccountTest","Edit user account","Edit user account"
"passed","Mon May 01 22:56:16 GMT 2023","Mon May 01 22:56:19 GMT 2023","2810","","com.codecool.vizsgaremek.pages.RepeatedAndSequentialDataEntriesTest","","com.codecool.vizsgaremek.pages.RepeatedAndSequentialDataEntriesTest","editAccountMultipleTimesTest","Multiple edit user account","Edit user account multiple times"
"passed","Mon May 01 22:55:55 GMT 2023","Mon May 01 22:55:56 GMT 2023","1168","","com.codecool.vizsgaremek.pages.RegistrationTest","","com.codecool.vizsgaremek.pages.RegistrationTest","performRegistrationTest","New user registration","Perform Registration for new user"
"passed","Mon May 01 22:55:53 GMT 2023","Mon May 01 22:55:55 GMT 2023","2036","","com.codecool.vizsgaremek.pages.RegistrationTest","","com.codecool.vizsgaremek.pages.RegistrationTest","performRegistrationTest2","New user registration with login","Perform Registration for new user and login with"
"passed","Mon May 01 22:56:37 GMT 2023","Mon May 01 22:56:38 GMT 2023","944","","com.codecool.vizsgaremek.pages.LoginAndLogoutTest","","com.codecool.vizsgaremek.pages.LoginAndLogoutTest","performLoginWithMisspelledUsername","Login with misspelled username","Perform login with misspelled username"
"passed","Mon May 01 22:56:10 GMT 2023","Mon May 01 22:56:12 GMT 2023","1273","","com.codecool.vizsgaremek.pages.SaveTest","","com.codecool.vizsgaremek.pages.SaveTest","saveAboutRoxoContentToAFile","Save Roxo content","Save Roxo content to a file"
"passed","Mon May 01 22:56:05 GMT 2023","Mon May 01 22:56:08 GMT 2023","2489","","com.codecool.vizsgaremek.pages.GoingOverMultiplePageListTest","","com.codecool.vizsgaremek.pages.GoingOverMultiplePageListTest","collectAllProjectName","Collect all projects","Going over multiple page list and collect project names"
"passed","Mon May 01 22:56:13 GMT 2023","Mon May 01 22:56:15 GMT 2023","1370","","com.codecool.vizsgaremek.pages.SaveTest","","com.codecool.vizsgaremek.pages.SaveTest","saveDesignInspirationBlogToAFile","Save Design Inspiration content","Save Design Inspiration content to a file"
"passed","Mon May 01 22:56:33 GMT 2023","Mon May 01 22:56:34 GMT 2023","654","","com.codecool.vizsgaremek.pages.BasicTest","","com.codecool.vizsgaremek.pages.BasicTest","arriveCorrectUrl","Arrive correct URL","Arrive at the correct URL"
"passed","Mon May 01 22:56:04 GMT 2023","Mon May 01 22:56:05 GMT 2023","1408","","com.codecool.vizsgaremek.pages.ListDataTest","","com.codecool.vizsgaremek.pages.ListDataTest","listExpertises","List expertises","List expertises"
"passed","Mon May 01 22:55:56 GMT 2023","Mon May 01 22:55:59 GMT 2023","2870","","com.codecool.vizsgaremek.pages.RegistrationTest","","com.codecool.vizsgaremek.pages.RegistrationTest","multipleRegistrationFromJsonFile","Multiple registration from Json file","Perform multiple registration from Json file"
"passed","Mon May 01 22:55:59 GMT 2023","Mon May 01 22:56:01 GMT 2023","1164","","com.codecool.vizsgaremek.pages.MenuDisplayTest","","com.codecool.vizsgaremek.pages.MenuDisplayTest","testMenu","Menu display validation","The correct menu is displayed"
"failed","Mon May 01 22:56:19 GMT 2023","Mon May 01 22:56:27 GMT 2023","7947","","com.codecool.vizsgaremek.pages.RepeatedAndSequentialDataEntriesTest","","com.codecool.vizsgaremek.pages.RepeatedAndSequentialDataEntriesTest","sendMessageMultipleTimes","Message sending test from Json file multiple times","Message sending throughout the contact form multiple times"
