"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 09 09:33:58 GMT 2023","Tue May 09 09:33:58 GMT 2023","850","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","performLoginWithWrongPassword","TC12 - Login with wrong password","Perform login with wrong password"
"passed","Tue May 09 09:33:49 GMT 2023","Tue May 09 09:33:50 GMT 2023","691","","com.codecool.vizsgaremek.functions.TermsAndConditionsTest","","com.codecool.vizsgaremek.functions.TermsAndConditionsTest","acceptTermsAndConditions","TC03 - Accept and Validate Terms and Conditions PopUp window","Accept Terms and Conditions"
"passed","Tue May 09 09:33:33 GMT 2023","Tue May 09 09:33:35 GMT 2023","1908","","com.codecool.vizsgaremek.functions.SaveTest","","com.codecool.vizsgaremek.functions.SaveTest","saveKioTapeBrandPortfolioToAFile","TC26 - Save Kio Tape Brand content","Save Kio Tape Brand content to a file"
"passed","Tue May 09 09:33:48 GMT 2023","Tue May 09 09:33:49 GMT 2023","624","","com.codecool.vizsgaremek.functions.TermsAndConditionsTest","","com.codecool.vizsgaremek.functions.TermsAndConditionsTest","displayTermsAndConditionsPopUp","TC02 - Terms and Conditions PopUp window is displayed","Terms and Conditions pop up window is displayed"
"passed","Tue May 09 09:33:35 GMT 2023","Tue May 09 09:33:37 GMT 2023","2064","","com.codecool.vizsgaremek.functions.SaveTest","","com.codecool.vizsgaremek.functions.SaveTest","saveDesignInspirationBlogToAFile","TC25 - Save Design Inspiration content","Save Design Inspiration content to a file"
"passed","Tue May 09 09:33:37 GMT 2023","Tue May 09 09:33:40 GMT 2023","2642","","com.codecool.vizsgaremek.functions.RepeatedAndSequentialDataEntriesTest","","com.codecool.vizsgaremek.functions.RepeatedAndSequentialDataEntriesTest","editAccountMultipleTimesTest","TC27 - Multiple edit user account","Edit user account multiple times"
"passed","Tue May 09 09:33:58 GMT 2023","Tue May 09 09:33:59 GMT 2023","856","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","performLoginWithMisspelledUsername","TC11 - Login with misspelled username","Perform login with misspelled username"
"passed","Tue May 09 09:33:25 GMT 2023","Tue May 09 09:33:26 GMT 2023","823","","com.codecool.vizsgaremek.functions.ListDataTest","","com.codecool.vizsgaremek.functions.ListDataTest","listTeamMembers","TC21 - List team members","List team members"
"passed","Tue May 09 09:33:24 GMT 2023","Tue May 09 09:33:25 GMT 2023","1040","","com.codecool.vizsgaremek.functions.ListDataTest","","com.codecool.vizsgaremek.functions.ListDataTest","membersBusinessCardTest","TC22 - Team members' business card validation","Team members business card checking"
"passed","Tue May 09 09:33:16 GMT 2023","Tue May 09 09:33:17 GMT 2023","1116","","com.codecool.vizsgaremek.functions.RegistrationTest","","com.codecool.vizsgaremek.functions.RegistrationTest","performRegistrationTest","TC04 - New user registration","Perform Registration for new user"
"failed","Tue May 09 09:33:15 GMT 2023","Tue May 09 09:33:16 GMT 2023","1010","","com.codecool.vizsgaremek.functions.RegistrationTest","","com.codecool.vizsgaremek.functions.RegistrationTest","registrationWithEmptyInputFields","TC07 - New user registration without empty input fields","Perform Registration with empty input fields"
"passed","Tue May 09 09:33:12 GMT 2023","Tue May 09 09:33:14 GMT 2023","1889","","com.codecool.vizsgaremek.functions.RegistrationTest","","com.codecool.vizsgaremek.functions.RegistrationTest","performRegistrationTest2","TC05 - New user registration with login","Perform Registration for new user and login with"
