"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 09 16:46:09 GMT 2023","Tue May 09 16:46:10 GMT 2023","1372","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","performLoginWithExistedUser","TC09 - Existed user login","Perform Login with already existed user"
"passed","Tue May 09 16:46:07 GMT 2023","Tue May 09 16:46:09 GMT 2023","1665","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","performLogout","TC13 - Perform logout","Perform successful logout"
"failed","Tue May 09 16:45:26 GMT 2023","Tue May 09 16:45:28 GMT 2023","1172","","com.codecool.vizsgaremek.functions.RegistrationTest","","com.codecool.vizsgaremek.functions.RegistrationTest","registrationWithoutPassword","TC06 - New user registration without password given","Perform Registration without password given"
"passed","Tue May 09 16:45:29 GMT 2023","Tue May 09 16:45:30 GMT 2023","1201","","com.codecool.vizsgaremek.functions.RegistrationTest","","com.codecool.vizsgaremek.functions.RegistrationTest","performRegistrationTest","TC04 - New user registration","Perform Registration for new user"
"passed","Tue May 09 16:45:16 GMT 2023","Tue May 09 16:45:24 GMT 2023","7737","","com.codecool.vizsgaremek.functions.DataModificationTest","","com.codecool.vizsgaremek.functions.DataModificationTest","editAccountTest","TC15 - Edit user account","Edit user account"
"passed","Tue May 09 16:46:12 GMT 2023","Tue May 09 16:46:13 GMT 2023","980","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","performLoginWithMisspelledUsername","TC11 - Login with misspelled username","Perform login with misspelled username"
"passed","Tue May 09 16:45:37 GMT 2023","Tue May 09 16:45:40 GMT 2023","3189","","com.codecool.vizsgaremek.functions.GoingOverMultiplePageListTest","","com.codecool.vizsgaremek.functions.GoingOverMultiplePageListTest","collectAllProjectName","TC19 - Collect all projects","Going over multiple page list and collect project names"
"passed","Tue May 09 16:46:00 GMT 2023","Tue May 09 16:46:01 GMT 2023","747","","com.codecool.vizsgaremek.functions.TermsAndConditionsTest","","com.codecool.vizsgaremek.functions.TermsAndConditionsTest","displayTermsAndConditionsPopUp","TC02 - Terms and Conditions PopUp window is displayed","Terms and Conditions pop up window is displayed"
"failed","Tue May 09 16:46:02 GMT 2023","Tue May 09 16:46:04 GMT 2023","2028","","com.codecool.vizsgaremek.functions.NewDataEntryTest","","com.codecool.vizsgaremek.functions.NewDataEntryTest","sendMessageWithInvalidEmail","TC18 - Message sending test with invalid email","Message sending throughout the contact form with invalid email"
"passed","Tue May 09 16:45:40 GMT 2023","Tue May 09 16:45:43 GMT 2023","3117","","com.codecool.vizsgaremek.functions.GoingOverMultiplePageListTest","","com.codecool.vizsgaremek.functions.GoingOverMultiplePageListTest","collectAllBlogTitle","TC20 - Collect all blog titles","Going over multiple page list and collect blog titles"
"passed","Tue May 09 16:46:11 GMT 2023","Tue May 09 16:46:12 GMT 2023","956","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","","com.codecool.vizsgaremek.functions.LoginAndLogoutTest","performLoginWithWrongPassword","TC12 - Login with wrong password","Perform login with wrong password"
"passed","Tue May 09 16:45:30 GMT 2023","Tue May 09 16:45:33 GMT 2023","2948","","com.codecool.vizsgaremek.functions.RegistrationTest","","com.codecool.vizsgaremek.functions.RegistrationTest","multipleRegistrationFromJsonFile","TC08 - Multiple registration from Json file","Perform multiple registration from Json file"
"passed","Tue May 09 16:45:34 GMT 2023","Tue May 09 16:45:37 GMT 2023","2506","","com.codecool.vizsgaremek.functions.DeleteDataTest","","com.codecool.vizsgaremek.functions.DeleteDataTest","performDeleteAccount","TC16 - Delete user account","Delete user account"
"passed","Tue May 09 16:45:22 GMT 2023","Tue May 09 16:45:24 GMT 2023","1125","","com.codecool.vizsgaremek.functions.ListDataTest","","com.codecool.vizsgaremek.functions.ListDataTest","listTeamMembers","TC21 - List team members","List team members"
"passed","Tue May 09 16:45:49 GMT 2023","Tue May 09 16:45:52 GMT 2023","2869","","com.codecool.vizsgaremek.functions.RepeatedAndSequentialDataEntriesTest","","com.codecool.vizsgaremek.functions.RepeatedAndSequentialDataEntriesTest","editAccountMultipleTimesTest","TC27 - Multiple edit user account","Edit user account multiple times"
"passed","Tue May 09 16:45:24 GMT 2023","Tue May 09 16:45:26 GMT 2023","2135","","com.codecool.vizsgaremek.functions.RegistrationTest","","com.codecool.vizsgaremek.functions.RegistrationTest","performRegistrationTest2","TC05 - New user registration with login","Perform Registration for new user and login with"
